Sequence	Index	GC Skew (1kb)
chr01	6732000	0.02285714
chr01	6733000	0.13304721
chr01	6734000	0.10476190
chr01	6735000	0.09142857
chr01	6736000	0.04499274
chr01	6737000	0.03856749
chr01	6738000	-0.01724138
chr01	6739000	0.03966006
chr01	6740000	0.08321168
chr01	6741000	0.02890173
chr01	6742000	-0.00854701
chr01	6743000	0.03427720
chr01	6744000	-0.05247376
chr01	6745000	-0.00990099
chr01	6746000	0.09037901
chr01	6747000	0.12290503
chr01	6748000	-0.00144300
chr01	6749000	0.04592593
chr01	6750000	0.03254438
chr01	6751000	0.02954899
chr01	6752000	0.03367496
chr01	6753000	0.07272727
chr01	6754000	-0.01208459
chr01	6755000	0.05373134
chr01	6756000	-0.03458647
chr01	6757000	0.05882353
chr01	6758000	-0.01287554
chr01	6759000	0.08228731
chr01	6760000	0.00740741
chr01	6761000	0.04372355
chr01	6762000	-0.04619970
chr01	6763000	-0.04460432
chr01	6764000	-0.08588957
chr01	6765000	-0.04088050
chr01	6766000	-0.05775076
chr01	6767000	0.05079826
chr01	6768000	0.10068966
chr01	6769000	0.03299857
chr01	6770000	-0.06424581
chr01	6771000	-0.04931507
chr01	6772000	0.09195402
chr01	6773000	0.02928870
chr01	6774000	0.08392603
chr01	6775000	0.10487445
chr01	6776000	0.09455587
chr01	6777000	0.05540166
chr01	6778000	0.05932203
chr01	6779000	0.03092784
chr01	6780000	0.11078717
chr01	6781000	0.00879765
chr01	6782000	0.08433735
chr01	6783000	-0.11015737
chr01	6784000	0.01759531
chr01	6785000	-0.07259259
chr01	6786000	-0.03206997
chr01	6787000	0.00284900
chr01	6788000	-0.07803468
chr01	6789000	-0.04447633
chr01	6790000	-0.06512301
chr01	6791000	-0.05139501
chr01	6792000	-0.00831025
chr01	6793000	0.16621253
chr01	6794000	0.17291066
chr01	6795000	0.19940476
chr01	6796000	0.13859911
chr01	6797000	0.10814815
chr01	6798000	0.02409639
chr01	6799000	-0.00279330
chr01	6800000	-0.02397743
chr01	6801000	-0.03244006
chr01	6802000	0.00397351
chr01	6803000	0.03216374
chr01	6804000	0.08288770
chr01	6805000	0.07880435
chr01	6806000	0.05364512
chr01	6807000	0.04966443
chr01	6808000	-0.06701708
chr01	6809000	-0.08894879
chr01	6810000	0.01538462
chr01	6811000	-0.00787402
chr01	6812000	-0.01759134
chr01	6813000	0.03804348
chr01	6814000	-0.03207810
chr01	6815000	0.02479339
chr01	6816000	-0.01504788
chr01	6817000	-0.00417246
chr01	6818000	0.08219178
chr01	6819000	0.03333333
chr01	6820000	0.02613480
chr01	6821000	0.03508772
chr01	6822000	-0.20408163
chr01	6823000	0.02461538
chr01	6824000	0.09798271
chr01	6825000	0.10395315
chr01	6826000	0.13419913
chr01	6827000	0.01569187
chr01	6828000	-0.01231190
chr01	6829000	0.08146067
chr01	6830000	0.03713893
chr01	6831000	-0.03206107
chr01	6832000	-0.10803324
chr01	6833000	-0.06610408
chr01	6834000	-0.02896552
chr01	6835000	0.00578035
chr01	6836000	0.01644245
chr01	6837000	0.08403361
chr01	6838000	0.11849711
chr01	6839000	0.11608392
chr01	6840000	0.00000000
chr01	6841000	0.03361345
chr01	6842000	0.04255319
chr01	6843000	0.00285714
chr01	6844000	0.13655172
chr01	6845000	0.00831025
chr01	6846000	0.01778386
chr01	6847000	0.07670851
chr01	6848000	0.07407407
chr01	6849000	0.14405594
chr01	6850000	0.11554922
chr01	6851000	-0.05586592
chr01	6852000	-0.03611111
chr01	6853000	-0.02000000
chr01	6854000	-0.11989101
chr01	6855000	-0.03438790
chr01	6856000	0.04324324
chr01	6857000	0.06989247
chr01	6858000	0.04624277
chr01	6859000	-0.02635229
chr01	6860000	0.08602151
chr01	6861000	0.10238429
chr01	6862000	0.05980529
chr01	6863000	0.11048951
chr01	6864000	0.00981767
chr01	6865000	0.09961190
chr01	6866000	0.10818713
chr01	6867000	0.01724138
chr01	6868000	0.11046512
chr01	6869000	0.03486750
chr01	6870000	0.04978663
chr01	6871000	0.06285714
chr01	6872000	0.03641457
chr01	6873000	0.08719346
chr01	6874000	0.03174603
chr01	6875000	-0.03504043
chr01	6876000	-0.02412869
chr01	6877000	0.05248227
chr01	6878000	-0.02978723
chr01	6879000	-0.03244006
chr01	6880000	0.01992032
chr01	6881000	-0.01251739
chr01	6882000	0.04801097
chr01	6883000	0.15555556
chr01	6884000	0.07270233
chr01	6885000	-0.07046070
chr01	6886000	-0.03347889
chr01	6887000	0.03989362
chr01	6888000	-0.02880658
chr01	6889000	-0.10404624
chr01	6890000	-0.16265912
chr01	6891000	0.03614458
chr01	6892000	-0.08444444
chr01	6893000	-0.01685393
chr01	6894000	0.04499274
chr01	6895000	0.00276243
chr01	6896000	0.00000000
chr01	6897000	-0.00529101
chr01	6898000	0.10054348
chr01	6899000	-0.02814815
chr01	6900000	0.03089888
chr01	6901000	0.06267030
chr01	6902000	0.11297071
chr01	6903000	0.02747253
chr01	6904000	0.08891929
chr01	6905000	0.09516837
chr01	6906000	-0.07352941
chr01	6907000	-0.03389831
chr01	6908000	-0.17927171
chr01	6909000	-0.05898876
chr01	6910000	-0.01547117
chr01	6911000	-0.09550562
chr01	6912000	-0.10951009
chr01	6913000	0.00573066
chr01	6914000	0.01555870
chr01	6915000	-0.14977307
chr01	6916000	-0.05710102
chr01	6917000	-0.07471264
chr01	6918000	0.03873745
chr01	6919000	0.17282127
chr01	6920000	0.10325318
chr01	6921000	0.03757225
chr01	6922000	0.08656716
chr01	6923000	-0.07154213
chr01	6924000	-0.01851852
chr01	6925000	-0.02958580
chr01	6926000	-0.15451895
chr01	6927000	0.09749304
chr01	6928000	0.06122449
chr01	6929000	0.06754967
chr01	6930000	0.12466125
chr01	6931000	0.13656388
chr01	6932000	0.03467406
chr01	6933000	0.05094614
chr01	6934000	0.09269663
chr01	6935000	0.02506964
chr01	6936000	0.06901218
chr01	6937000	0.03112314
chr01	6938000	0.04557641
chr01	6939000	0.03324100
chr01	6940000	-0.01610542
chr01	6941000	0.05848787
chr01	6942000	0.11931818
chr01	6943000	-0.03328509
chr01	6944000	0.00711238
chr01	6945000	0.00628931
chr01	6946000	-0.04134763
chr01	6947000	-0.12573099
chr01	6948000	-0.05675676
chr01	6949000	-0.00136799
chr01	6950000	0.08274895
chr01	6951000	-0.10059172
chr01	6952000	-0.04216867
chr01	6953000	-0.05151515
chr01	6954000	-0.04628331
chr01	6955000	-0.01169591
chr01	6956000	-0.00141044
chr01	6957000	0.09756098
chr01	6958000	0.02976190
chr01	6959000	-0.06169297
chr01	6960000	-0.11489362
chr01	6961000	-0.00564972
chr01	6962000	0.05444126
chr01	6963000	0.07162534
chr01	6964000	-0.05523256
chr01	6965000	0.11921459
chr01	6966000	0.02762431
chr01	6967000	-0.00136799
chr01	6968000	0.02801120
chr01	6969000	-0.01326260
chr01	6970000	-0.00550964
chr01	6971000	-0.05042017
chr01	6972000	-0.07230559
chr01	6973000	0.01408451
chr01	6974000	0.07805596
chr01	6975000	0.06849315
chr01	6976000	0.13362702
chr01	6977000	0.08187135
chr01	6978000	0.03851641
chr01	6979000	0.04044630
chr01	6980000	0.00284900
chr01	6981000	0.08786611
chr01	6982000	0.00142248
chr01	6983000	-0.00418410
chr01	6984000	0.00418410
chr01	6985000	0.04090268
chr01	6986000	0.02384292
chr01	6987000	0.01436782
chr01	6988000	0.09792285
chr01	6989000	0.11797753
chr01	6990000	0.10294118
chr01	6991000	-0.02259887
chr01	6992000	-0.00145985
chr01	6993000	-0.08613139
chr01	6994000	-0.01248266
chr01	6995000	-0.08298172
chr01	6996000	0.14326648
chr01	6997000	0.02425876
chr01	6998000	0.02263648
chr01	6999000	0.02097902
chr01	7000000	0.00424328
chr01	7001000	-0.13521127
chr01	7002000	0.00303951
chr01	7003000	-0.00560224
chr01	7004000	-0.00987306
chr01	7005000	0.10391363
chr01	7006000	0.07427056
chr01	7007000	-0.02925532
chr01	7008000	-0.00417246
chr01	7009000	0.06760563
chr01	7010000	0.12256267
chr01	7011000	0.06536857
chr01	7012000	0.01517241
chr01	7013000	0.06293706
chr01	7014000	-0.00139470
chr01	7015000	0.06646972
chr01	7016000	0.02133333
chr01	7017000	-0.03693182
chr01	7018000	0.04786546
chr01	7019000	0.06134094
chr01	7020000	0.11621622
chr01	7021000	0.14202899
chr01	7022000	0.07649513
chr01	7023000	0.10684932
chr01	7024000	0.10693642
chr01	7025000	0.07894737
chr01	7026000	-0.10152990
chr01	7027000	-0.00135318
chr01	7028000	-0.00944669
chr01	7029000	0.01231190
chr01	7030000	0.04113475
chr01	7031000	-0.02777778
chr01	7032000	-0.13125846
chr01	7033000	-0.16528926
chr01	7034000	-0.08701473
chr01	7035000	-0.09803922
chr01	7036000	-0.03293808
chr01	7037000	-0.16063676
chr01	7038000	-0.08781870
chr01	7039000	-0.09651475
chr01	7040000	-0.08005427
chr01	7041000	-0.07520891
chr01	7042000	-0.03244006
chr01	7043000	-0.00432900
chr01	7044000	0.01089918
chr01	7045000	-0.01560284
chr01	7046000	-0.00141044
chr01	7047000	-0.11502030
chr01	7048000	-0.03129252
chr01	7049000	-0.10198300
chr01	7050000	-0.02216066
chr01	7051000	0.00416089
chr01	7052000	0.00689655
chr01	7053000	-0.01231190
chr01	7054000	-0.03244006
chr01	7055000	-0.03851262
chr01	7056000	0.00826446
chr01	7057000	-0.08708709
chr01	7058000	-0.08737864
chr01	7059000	-0.11570248
chr01	7060000	-0.08618331
chr01	7061000	-0.06405229
chr01	7062000	-0.13139696
chr01	7063000	0.01897810
chr01	7064000	-0.06276151
chr01	7065000	0.00266667
chr01	7066000	0.11111111
chr01	7067000	0.09766162
chr01	7068000	0.02370990
chr01	7069000	-0.05189341
chr01	7070000	-0.07303371
chr01	7071000	-0.09928058
chr01	7072000	0.00271739
chr01	7073000	0.07859079
chr01	7074000	0.02808989
chr01	7075000	-0.03253182
chr01	7076000	0.05220884
chr01	7077000	0.03309353
chr01	7078000	0.07132018
chr01	7079000	0.18465909
chr01	7080000	0.05234160
chr01	7081000	-0.00421941
chr01	7082000	0.07193230
chr01	7083000	0.02900763
chr01	7084000	-0.01689708
chr01	7085000	-0.01764706
chr01	7086000	-0.07453416
chr01	7087000	-0.02453102
chr01	7088000	-0.09119011
chr01	7089000	-0.06402439
chr01	7090000	-0.02102102
chr01	7091000	0.07453416
chr01	7092000	-0.00598802
chr01	7093000	0.02167183
chr01	7094000	0.02189781
chr01	7095000	0.13513514
chr01	7096000	0.02821317
chr01	7097000	-0.06303725
chr01	7098000	-0.01265823
chr01	7099000	-0.03021583
chr01	7100000	-0.02548726
chr01	7101000	-0.04296296
chr01	7102000	-0.05069124
chr01	7103000	0.09793103
chr01	7104000	0.09014085
chr01	7105000	0.09278351
chr01	7106000	0.04499274
chr01	7107000	0.04992436
chr01	7108000	0.04610951
chr01	7109000	0.09517241
chr01	7110000	0.09459459
chr01	7111000	0.04817518
chr01	7112000	0.06010929
chr01	7113000	0.00141044
chr01	7114000	0.11845730
chr01	7115000	0.19638243
chr01	7116000	0.12960437
chr01	7117000	0.27027027
chr01	7118000	0.16666667
chr01	7119000	0.03429355
chr01	7120000	0.11171662
chr01	7121000	-0.01412429
chr01	7122000	0.04519774
chr01	7123000	-0.14651494
chr01	7124000	-0.03633917
chr01	7125000	-0.00845070
chr01	7126000	0.02406417
chr01	7127000	-0.06738544
chr01	7128000	0.03457815
chr01	7129000	0.01854494
chr01	7130000	-0.02535211
chr01	7131000	-0.00749625
chr01	7132000	0.06938776
chr01	7133000	0.01396648
chr01	7134000	0.05203938
chr01	7135000	-0.01949025
chr01	7136000	-0.02765648
chr01	7137000	-0.03361345
chr01	7138000	-0.03988604
chr01	7139000	-0.00141044
chr01	7140000	0.06370370
chr01	7141000	0.02945736
chr01	7142000	0.01142857
chr01	7143000	-0.04285714
chr01	7144000	-0.03324100
chr01	7145000	-0.01408451
chr01	7146000	-0.02122016
chr01	7147000	0.01224490
chr01	7148000	0.04532578
chr01	7149000	0.05218618
chr01	7150000	-0.00292398
chr01	7151000	0.06024096
chr01	7152000	-0.06184012
chr01	7153000	-0.02397743
chr01	7154000	0.00849858
chr01	7155000	-0.01010101
chr01	7156000	-0.08720930
chr01	7157000	-0.02773723
chr01	7158000	0.10900474
chr01	7159000	0.06000000
chr01	7160000	0.04775281
chr01	7161000	0.11854951
chr01	7162000	-0.03412073
chr01	7163000	0.08165997
chr01	7164000	0.03146375
chr01	7165000	0.04654443
chr01	7166000	-0.01555870
chr01	7167000	-0.09580838
chr01	7168000	-0.04387292
chr01	7169000	-0.03818953
chr01	7170000	-0.06573427
chr01	7171000	-0.06122449
chr01	7172000	-0.08965517
chr01	7173000	0.00968188
chr01	7174000	0.06666667
chr01	7175000	0.00701262
chr01	7176000	-0.04178273
chr01	7177000	0.01358696
chr01	7178000	0.05007153
chr01	7179000	0.03823529
chr01	7180000	0.10526316
chr01	7181000	-0.13521545
chr01	7182000	0.00280899
chr01	7183000	-0.07734807
chr01	7184000	0.04927536
chr01	7185000	0.11739745
chr01	7186000	-0.06957708
chr01	7187000	-0.02298851
chr01	7188000	0.04845815
chr01	7189000	-0.01457726
chr01	7190000	0.02116402
chr01	7191000	0.02325581
chr01	7192000	0.00976290
chr01	7193000	0.05056180
chr01	7194000	0.07779349
chr01	7195000	-0.06128134
chr01	7196000	0.09041835
chr01	7197000	0.06594886
chr01	7198000	0.03825137
chr01	7199000	0.06798867
chr01	7200000	0.10756972
chr01	7201000	0.10719132
chr01	7202000	0.20606827
chr01	7203000	0.07323569
chr01	7204000	0.09041835
chr01	7205000	0.08086253
chr01	7206000	0.10953058
chr01	7207000	0.09523810
chr01	7208000	0.12125535
chr01	7209000	0.06293706
chr01	7210000	0.03418803
chr01	7211000	0.00278552
chr01	7212000	0.01041667
chr01	7213000	-0.06896552
chr01	7214000	-0.02275770
chr01	7215000	0.03208556
chr01	7216000	0.05540166
chr01	7217000	-0.03987730
chr01	7218000	0.01055807
chr01	7219000	0.08474576
chr01	7220000	0.02318841
chr01	7221000	-0.07959479
chr01	7222000	-0.00416089
chr01	7223000	-0.14362416
chr01	7224000	-0.17934783
chr01	7225000	-0.02338377
chr01	7226000	0.04143646
chr01	7227000	0.01001431
chr01	7228000	0.04034582
chr01	7229000	0.07520891
chr01	7230000	0.03437967
chr01	7231000	-0.03155007
chr01	7232000	-0.07859079
chr01	7233000	-0.01272984
chr01	7234000	-0.03680982
chr01	7235000	0.01984733
chr01	7236000	-0.04776119
chr01	7237000	-0.02493075
chr01	7238000	-0.16710875
chr01	7239000	-0.03309353
chr01	7240000	-0.05864662
chr01	7241000	-0.04347826
chr01	7242000	0.11600587
chr01	7243000	0.06560000
chr01	7244000	0.00152672
chr01	7245000	0.12769010
chr01	7246000	0.17433752
chr01	7247000	0.08423913
chr01	7248000	0.09915014
chr01	7249000	0.07093185
chr01	7250000	0.03478261
chr01	7251000	0.13742690
chr01	7252000	0.13690476
chr01	7253000	0.05967977
chr01	7254000	0.03941606
chr01	7255000	0.01724138
chr01	7256000	0.03197674
chr01	7257000	0.03235294
chr01	7258000	0.09116809
chr01	7259000	0.06834031
chr01	7260000	-0.02486188
chr01	7261000	-0.09815078
chr01	7262000	-0.09899570
chr01	7263000	-0.04602510
chr01	7264000	-0.02521008
chr01	7265000	0.05817175
chr01	7266000	0.11988304
chr01	7267000	-0.00274725
chr01	7268000	-0.08635097
chr01	7269000	0.00549451
chr01	7270000	-0.04644809
chr01	7271000	-0.04854369
chr01	7272000	-0.08707865
chr01	7273000	-0.05834464
chr01	7274000	-0.10597826
chr01	7275000	-0.09396914
chr01	7276000	-0.00847458
chr01	7277000	-0.04748201
chr01	7278000	0.00288184
chr01	7279000	0.01731025
chr01	7280000	0.02880658
chr01	7281000	0.04360056
chr01	7282000	-0.04465494
chr01	7283000	0.10497238
chr01	7284000	0.00578035
chr01	7285000	0.03309353
chr01	7286000	0.02549575
chr01	7287000	-0.01114206
chr01	7288000	0.03157895
chr01	7289000	0.04774536
chr01	7290000	0.03337784
chr01	7291000	-0.03160920
chr01	7292000	0.00723589
chr01	7293000	0.03519062
chr01	7294000	0.06169297
chr01	7295000	0.15064562
chr01	7296000	0.04424779
chr01	7297000	0.05572755
chr01	7298000	0.05563910
chr01	7299000	0.00274725
chr01	7300000	-0.03039074
chr01	7301000	-0.00584795
chr01	7302000	-0.14372163
chr01	7303000	0.00602410
chr01	7304000	-0.03486750
chr01	7305000	-0.22163588
chr01	7306000	-0.06815021
chr01	7307000	-0.18305598
chr01	7308000	-0.27883212
chr01	7309000	-0.00292398
chr01	7310000	-0.00140252
chr01	7311000	-0.05247813
chr01	7312000	-0.03770739
chr01	7313000	-0.00609756
chr01	7314000	-0.03651685
chr01	7315000	0.06287425
chr01	7316000	0.00847458
chr01	7317000	0.01849218
chr01	7318000	-0.04564315
chr01	7319000	-0.04790419
chr01	7320000	-0.02446043
chr01	7321000	0.03353659
chr01	7322000	0.10304790
chr01	7323000	0.08433735
chr01	7324000	0.05373134
chr01	7325000	0.03779070
chr01	7326000	0.02040816
chr01	7327000	0.04221252
chr01	7328000	0.01018923
chr01	7329000	0.00717360
chr01	7330000	0.03048780
chr01	7331000	0.03823529
chr01	7332000	0.04310345
chr01	7333000	-0.01474926
chr01	7334000	-0.05691057
chr01	7335000	-0.00867052
chr01	7336000	0.07195301
chr01	7337000	0.00304878
chr01	7338000	-0.00995733
chr01	7339000	0.09417040
chr01	7340000	0.08172363
chr01	7341000	0.04565538
chr01	7342000	0.04788732
chr01	7343000	0.04221252
chr01	7344000	0.07391911
chr01	7345000	0.03467406
chr01	7346000	0.08221226
chr01	7347000	0.08130081
chr01	7348000	0.09195402
chr01	7349000	0.13513514
chr01	7350000	0.10296192
chr01	7351000	-0.00145138
chr01	7352000	0.11144578
chr01	7353000	0.08011050
chr01	7354000	0.06807867
chr01	7355000	0.03571429
chr01	7356000	0.08309456
chr01	7357000	-0.00623053
chr01	7358000	-0.03448276
chr01	7359000	-0.01283880
chr01	7360000	-0.02011494
chr01	7361000	0.02000000
chr01	7362000	-0.01190476
chr01	7363000	0.00923077
chr01	7364000	0.02209131
chr01	7365000	0.01501502
chr01	7366000	0.13802817
chr01	7367000	-0.00745156
chr01	7368000	-0.04518072
chr01	7369000	0.04419890
chr01	7370000	0.10270270
chr01	7371000	0.07467057
chr01	7372000	-0.09565217
chr01	7373000	-0.06179775
chr01	7374000	0.09298999
chr01	7375000	0.07692308
chr01	7376000	-0.08732394
chr01	7377000	-0.03519062
chr01	7378000	0.04628331
chr01	7379000	0.01652893
chr01	7380000	0.06069364
chr01	7381000	0.09756098
chr01	7382000	-0.05105105
chr01	7383000	-0.05459770
chr01	7384000	0.03065693
chr01	7385000	-0.02052786
chr01	7386000	0.01664145
chr01	7387000	0.04537815
chr01	7388000	0.08080808
chr01	7389000	-0.02528090
chr01	7390000	0.06099291
chr01	7391000	0.02127660
chr01	7392000	0.02687412
chr01	7393000	0.00976290
chr01	7394000	0.10249307
chr01	7395000	0.01587302
chr01	7396000	0.06000000
chr01	7397000	0.00439239
chr01	7398000	0.05185185
chr01	7399000	-0.10662824
chr01	7400000	-0.01950585
chr01	7401000	0.10227273
chr01	7402000	-0.02832861
chr01	7403000	-0.04394141
chr01	7404000	-0.08087291
chr01	7405000	-0.08594816
chr01	7406000	-0.08444444
chr01	7407000	0.00563380
chr01	7408000	0.02472527
chr01	7409000	0.04217687
chr01	7410000	0.03713893
chr01	7411000	0.06573427
chr01	7412000	0.01954887
chr01	7413000	0.13237221
chr01	7414000	-0.08677098
chr01	7415000	0.05177112
chr01	7416000	0.03763441
chr01	7417000	0.02571429
chr01	7418000	0.13456464
chr01	7419000	0.05645161
chr01	7420000	0.10928962
chr01	7421000	0.01333333
chr01	7422000	0.07142857
chr01	7423000	-0.01388889
chr01	7424000	0.13432836
chr01	7425000	0.07195301
chr01	7426000	0.10810811
chr01	7427000	0.13753582
chr01	7428000	0.09142857
chr01	7429000	0.04460432
chr01	7430000	0.02564103
chr01	7431000	-0.00576369
chr01	7432000	0.10306407
chr01	7433000	0.01179941
chr01	7434000	-0.01381215
chr01	7435000	0.08238636
chr01	7436000	-0.00984529
chr01	7437000	0.09090909
chr01	7438000	0.06140351
chr01	7439000	-0.02865762
chr01	7440000	-0.07303371
chr01	7441000	0.01534170
chr01	7442000	0.04683196
chr01	7443000	-0.02152080
chr01	7444000	0.04519774
chr01	7445000	0.04761905
chr01	7446000	0.04093567
chr01	7447000	0.00000000
chr01	7448000	-0.03458213
chr01	7449000	0.03198887
chr01	7450000	0.09142857
chr01	7451000	0.04657534
chr01	7452000	0.07913669
chr01	7453000	0.07868383
chr01	7454000	0.03438395
chr01	7455000	0.08743169
chr01	7456000	0.06743185
chr01	7457000	0.05630027
chr01	7458000	-0.01492537
chr01	7459000	-0.02785515
chr01	7460000	-0.02121641
chr01	7461000	-0.01030928
chr01	7462000	-0.01564723
chr01	7463000	-0.05547653
chr01	7464000	-0.01276596
chr01	7465000	-0.10666667
chr01	7466000	0.07734807
chr01	7467000	0.00574713
chr01	7468000	0.04941860
chr01	7469000	0.05882353
chr01	7470000	0.05524862
chr01	7471000	-0.03428571
chr01	7472000	-0.01829268
chr01	7473000	0.21244926
chr01	7474000	0.09549072
chr01	7475000	0.07382550
chr01	7476000	0.00407056
chr01	7477000	0.07544582
chr01	7478000	0.06284153
chr01	7479000	-0.07152875
chr01	7480000	-0.00271739
chr01	7481000	0.04335664
chr01	7482000	-0.04117647
chr01	7483000	0.02613480
chr01	7484000	0.07565337
chr01	7485000	0.13586957
chr01	7486000	0.05518170
chr01	7487000	0.02384292
chr01	7488000	0.09365559
chr01	7489000	0.01183432
chr01	7490000	-0.04775687
chr01	7491000	-0.13031161
chr01	7492000	-0.07050360
chr01	7493000	0.01928375
chr01	7494000	0.01977401
chr01	7495000	-0.00141443
chr01	7496000	-0.00898204
chr01	7497000	0.01749271
chr01	7498000	0.02773723
chr01	7499000	0.00000000
chr01	7500000	0.03519062
chr01	7501000	0.03377386
chr01	7502000	0.06241331
chr01	7503000	0.07648725
chr01	7504000	-0.01412429
chr01	7505000	0.07604017
chr01	7506000	0.06259098
chr01	7507000	0.03614458
chr01	7508000	-0.04335260
chr01	7509000	-0.07905687
chr01	7510000	-0.03776224
chr01	7511000	-0.10518519
chr01	7512000	0.07380608
chr01	7513000	-0.02373887
chr01	7514000	0.01735648
chr01	7515000	0.06648575
chr01	7516000	-0.06626506
chr01	7517000	0.11797753
chr01	7518000	0.01129944
chr01	7519000	-0.03146375
chr01	7520000	0.01146132
chr01	7521000	0.08811189
chr01	7522000	-0.04950495
chr01	7523000	-0.01197605
chr01	7524000	0.04098361
chr01	7525000	0.21584699
chr01	7526000	0.13128492
chr01	7527000	0.06982872
chr01	7528000	0.12925170
chr01	7529000	0.08206687
chr01	7530000	0.11407407
chr01	7531000	0.08196721
chr01	7532000	0.03614458
chr01	7533000	-0.01977401
chr01	7534000	0.01092896
chr01	7535000	-0.00141443
chr01	7536000	0.02092050
chr01	7537000	-0.05932203
chr01	7538000	0.12534060
chr01	7539000	0.14603616
chr01	7540000	0.06002928
chr01	7541000	0.06588580
chr01	7542000	0.03058104
chr01	7543000	-0.04154303
chr01	7544000	-0.02896552
chr01	7545000	-0.14208390
chr01	7546000	-0.05494505
chr01	7547000	-0.03576538
chr01	7548000	-0.07193230
chr01	7549000	-0.08247423
chr01	7550000	-0.04360056
chr01	7551000	-0.08131241
chr01	7552000	0.01336898
chr01	7553000	0.03167421
chr01	7554000	-0.08683473
chr01	7555000	0.03047091
chr01	7556000	0.04802260
chr01	7557000	-0.06371191
chr01	7558000	-0.11018131
chr01	7559000	-0.06388889
chr01	7560000	-0.09536082
chr01	7561000	-0.06892068
chr01	7562000	-0.03302510
chr01	7563000	-0.10661269
chr01	7564000	-0.06853147
chr01	7565000	-0.04249292
chr01	7566000	0.10483871
chr01	7567000	0.03829787
chr01	7568000	0.06864065
chr01	7569000	0.08888889
chr01	7570000	0.04204204
chr01	7571000	0.01823708
chr01	7572000	0.00742942
chr01	7573000	0.00909091
chr01	7574000	0.06925208
chr01	7575000	0.12416555
chr01	7576000	0.07152497
chr01	7577000	0.07818930
chr01	7578000	0.06470588
chr01	7579000	0.12071535
chr01	7580000	0.04397163
chr01	7581000	0.08272859
chr01	7582000	-0.00576369
chr01	7583000	0.05743741
chr01	7584000	-0.01488498
chr01	7585000	-0.06719368
chr01	7586000	-0.02222222
chr01	7587000	-0.00530504
chr01	7588000	0.01788171
chr01	7589000	-0.03786816
chr01	7590000	0.05655172
chr01	7591000	-0.05021521
chr01	7592000	0.02808989
chr01	7593000	-0.02092050
chr01	7594000	-0.04539202
chr01	7595000	0.01306241
chr01	7596000	0.02418208
chr01	7597000	0.03538663
chr01	7598000	0.08479139
chr01	7599000	0.07442490
chr01	7600000	-0.09090909
chr01	7601000	-0.02672293
chr01	7602000	-0.00840336
chr01	7603000	0.01285347
chr01	7604000	0.02657343
chr01	7605000	-0.05494505
chr01	7606000	0.02283105
chr01	7607000	0.16030534
chr01	7608000	0.09341501
chr01	7609000	-0.09726444
chr01	7610000	-0.10909091
chr01	7611000	-0.19578313
chr01	7612000	0.00000000
chr01	7613000	-0.02377179
chr01	7614000	0.00593472
chr01	7615000	-0.00283286
chr01	7616000	0.02074689
chr01	7617000	0.03862661
chr01	7618000	0.05491329
chr01	7619000	-0.05035971
chr01	7620000	-0.04035874
chr01	7621000	-0.04860088
chr01	7622000	0.03649635
chr01	7623000	-0.13196481
chr01	7624000	-0.11340206
chr01	7625000	-0.00576369
chr01	7626000	0.10746269
chr01	7627000	-0.08588957
chr01	7628000	-0.01981982
chr01	7629000	0.00000000
chr01	7630000	-0.02090592
chr01	7631000	0.02884615
chr01	7632000	0.02469136
chr01	7633000	-0.00466563
chr01	7634000	0.11640954
chr01	7635000	0.00617284
chr01	7636000	-0.04545455
chr01	7637000	0.02140673
chr01	7638000	0.07761194
chr01	7639000	0.06122449
chr01	7640000	0.00586510
chr01	7641000	-0.02064897
chr01	7642000	-0.13629842
chr01	7643000	-0.18130312
chr01	7644000	-0.18731988
chr01	7645000	0.04789550
chr01	7646000	-0.07058824
chr01	7647000	0.03821656
chr01	7648000	0.01379310
chr01	7649000	0.07803993
chr01	7650000	-0.00335570
chr01	7651000	0.03003003
chr01	7652000	0.00000000
chr01	7653000	-0.03692762
chr01	7654000	0.05428571
chr01	7655000	-0.10089021
chr01	7656000	0.05409583
chr01	7657000	-0.01634473
chr01	7658000	0.01892285
chr01	7659000	0.00436681
chr01	7660000	-0.00573066
chr01	7661000	0.02765648
chr01	7662000	-0.09379509
chr01	7663000	-0.03438395
chr01	7664000	0.00290698
chr01	7665000	-0.05531915
chr01	7666000	0.02970297
chr01	7667000	-0.01988636
chr01	7668000	0.12834979
chr01	7669000	-0.09770115
chr01	7670000	0.00277778
chr01	7671000	-0.02848576
chr01	7672000	-0.01960784
chr01	7673000	0.00436681
chr01	7674000	0.11045655
chr01	7675000	0.08553655
chr01	7676000	-0.02686567
chr01	7677000	-0.01780415
chr01	7678000	0.01578192
chr01	7679000	0.02664797
chr01	7680000	0.14165498
chr01	7681000	0.12947658
chr01	7682000	0.14520548
chr01	7683000	0.04632153
chr01	7684000	-0.03918723
chr01	7685000	-0.02279202
chr01	7686000	-0.01865136
chr01	7687000	0.01111111
chr01	7688000	-0.02017291
chr01	7689000	0.05586592
chr01	7690000	0.07242340
chr01	7691000	0.08916324
chr01	7692000	0.12121212
chr01	7693000	0.01248266
chr01	7694000	-0.00682128
chr01	7695000	0.07649513
chr01	7696000	0.06250000
chr01	7697000	0.09776536
chr01	7698000	0.07124011
chr01	7699000	0.04687500
chr01	7700000	0.06818182
chr01	7701000	0.05769231
chr01	7702000	0.10849673
